,open,high,low,close,adjclose,volume,ticker
1997-06-30,1.5104169845581055,1.5989580154418945,1.4791669845581055,1.5416669845581055,1.5416669845581055,2746800,AMZN
1997-07-01,1.5416669845581055,1.5416669845581055,1.5104169845581055,1.515625,1.515625,1292400,AMZN
1997-07-02,1.515625,1.59375,1.5104169845581055,1.5885419845581055,1.5885419845581055,3882000,AMZN
1997-07-03,1.5989580154418945,1.9166669845581055,1.59375,1.9114580154418945,1.9114580154418945,12577200,AMZN
1997-07-07,1.8333330154418945,2.0208330154418945,1.8333330154418945,2.0,2.0,8053200,AMZN
1997-07-08,2.0416669845581055,2.3333330154418945,2.0416669845581055,2.3020830154418945,2.3020830154418945,15517200,AMZN
1997-07-09,2.3020830154418945,2.3854169845581055,2.2708330154418945,2.3229169845581055,2.3229169845581055,8262000,AMZN
1997-07-10,2.3333330154418945,2.5729169845581055,2.3333330154418945,2.5625,2.5625,9051600,AMZN
1997-07-11,2.5208330154418945,2.5208330154418945,2.2083330154418945,2.2916669845581055,2.2916669845581055,10531200,AMZN
1997-07-14,2.3229169845581055,2.3333330154418945,2.1145830154418945,2.1354169845581055,2.1354169845581055,4604400,AMZN
1997-07-15,2.1354169845581055,2.4791669845581055,2.1354169845581055,2.4375,2.4375,9274800,AMZN
1997-07-16,2.4479169845581055,2.4947919845581055,2.3020830154418945,2.3333330154418945,2.3333330154418945,3024000,AMZN
1997-07-17,2.34375,2.34375,2.15625,2.21875,2.21875,3169200,AMZN
1997-07-18,2.1875,2.21875,2.15625,2.15625,2.15625,780000,AMZN
1997-07-21,2.1770830154418945,2.1979169845581055,2.1458330154418945,2.1822919845581055,2.1822919845581055,574800,AMZN
1997-07-22,2.1666669845581055,2.1875,2.0625,2.1354169845581055,2.1354169845581055,1563600,AMZN
1997-07-23,2.1875,2.3333330154418945,2.1770830154418945,2.2916669845581055,2.2916669845581055,3259200,AMZN
1997-07-24,2.3020830154418945,2.3125,2.21875,2.2604169845581055,2.2604169845581055,1216800,AMZN
1997-07-25,2.21875,2.25,2.21875,2.2291669845581055,2.2291669845581055,620400,AMZN
1997-07-28,2.2291669845581055,2.3958330154418945,2.21875,2.3229169845581055,2.3229169845581055,2574000,AMZN
1997-07-29,2.3645830154418945,2.5,2.3333330154418945,2.4791669845581055,2.4791669845581055,4814400,AMZN
1997-07-30,2.5,2.5052080154418945,2.4270830154418945,2.4479169845581055,2.4479169845581055,2517600,AMZN
1997-07-31,2.4375,2.4375,2.3333330154418945,2.3958330154418945,2.3958330154418945,1454400,AMZN
1997-08-01,2.34375,2.4166669845581055,2.25,2.4166669845581055,2.4166669845581055,3588000,AMZN
1997-08-04,2.375,2.4114580154418945,2.3020830154418945,2.3125,2.3125,2671200,AMZN
1997-08-05,2.3333330154418945,2.3333330154418945,2.1458330154418945,2.2083330154418945,2.2083330154418945,3032400,AMZN
1997-08-06,2.2083330154418945,2.3125,2.1875,2.25,2.25,1243200,AMZN
1997-08-07,2.25,2.2604169845581055,2.125,2.1770830154418945,2.1770830154418945,2034000,AMZN
1997-08-08,2.1666669845581055,2.3020830154418945,2.1041669845581055,2.2916669845581055,2.2916669845581055,2211600,AMZN
1997-08-11,2.2916669845581055,2.3333330154418945,2.25,2.328125,2.328125,1239600,AMZN
1997-08-12,2.28125,2.3020830154418945,2.1979169845581055,2.1979169845581055,2.1979169845581055,571200,AMZN
1997-08-13,2.2291669845581055,2.2291669845581055,2.1666669845581055,2.1979169845581055,2.1979169845581055,590400,AMZN
1997-08-14,2.1770830154418945,2.25,2.1197919845581055,2.15625,2.15625,1041600,AMZN
1997-08-15,2.1354169845581055,2.15625,1.9375,2.1145830154418945,2.1145830154418945,1597200,AMZN
1997-08-18,2.0520830154418945,2.0520830154418945,1.96875,2.0416669845581055,2.0416669845581055,1784400,AMZN
1997-08-19,2.09375,2.2083330154418945,2.0520830154418945,2.1666669845581055,2.1666669845581055,1003200,AMZN
1997-08-20,2.1875,2.1875,2.0729169845581055,2.1666669845581055,2.1666669845581055,999600,AMZN
1997-08-21,2.1354169845581055,2.171875,2.0729169845581055,2.1145830154418945,2.1145830154418945,624000,AMZN
1997-08-22,2.1041669845581055,2.125,2.09375,2.125,2.125,712800,AMZN
1997-08-25,2.1041669845581055,2.2604169845581055,2.1041669845581055,2.21875,2.21875,1126800,AMZN
1997-08-26,2.2395830154418945,2.3541669845581055,2.2291669845581055,2.34375,2.34375,2574000,AMZN
1997-08-27,2.3072919845581055,2.3229169845581055,2.25,2.3177080154418945,2.3177080154418945,1392000,AMZN
1997-08-28,2.3020830154418945,2.3958330154418945,2.28125,2.375,2.375,1147200,AMZN
1997-08-29,2.3645830154418945,2.375,2.3229169845581055,2.3385419845581055,2.3385419845581055,722400,AMZN
1997-09-02,2.34375,2.375,2.3333330154418945,2.3541669845581055,2.3541669845581055,732000,AMZN
1997-09-03,2.34375,2.4166669845581055,2.3125,2.3333330154418945,2.3333330154418945,1964400,AMZN
1997-09-04,2.3645830154418945,2.5520830154418945,2.34375,2.5520830154418945,2.5520830154418945,3348000,AMZN
1997-09-05,2.5833330154418945,2.6666669845581055,2.4583330154418945,2.5,2.5,1908000,AMZN
1997-09-08,2.53125,3.0208330154418945,2.5,3.0,3.0,5648400,AMZN
1997-09-09,3.140625,3.3854169845581055,3.0260419845581055,3.2395830154418945,3.2395830154418945,8971200,AMZN
1997-09-10,3.3125,3.328125,3.125,3.3020830154418945,3.3020830154418945,3866400,AMZN
1997-09-11,3.3333330154418945,3.3333330154418945,3.0416669845581055,3.15625,3.15625,4262400,AMZN
1997-09-12,3.1875,3.6979169845581055,3.15625,3.6875,3.6875,3333600,AMZN
1997-09-15,3.6666669845581055,3.6770830154418945,3.0520830154418945,3.09375,3.09375,5583600,AMZN
1997-09-16,3.125,3.5416669845581055,3.1197919845581055,3.3541669845581055,3.3541669845581055,6432000,AMZN
1997-09-17,3.4583330154418945,3.5,3.3333330154418945,3.40625,3.40625,2607600,AMZN
1997-09-18,3.4375,3.46875,3.28125,3.2916669845581055,3.2916669845581055,2128800,AMZN
1997-09-19,3.3802080154418945,4.0833330154418945,3.375,3.9479169845581055,3.9479169845581055,8929200,AMZN
1997-09-22,4.0,4.6770830154418945,3.9479169845581055,4.5,4.5,16938000,AMZN
1997-09-23,4.4895830154418945,4.6458330154418945,4.3958330154418945,4.625,4.625,7682400,AMZN
1997-09-24,4.6458330154418945,4.8125,4.2916669845581055,4.375,4.375,8200800,AMZN
1997-09-25,4.34375,4.3541669845581055,4.0520830154418945,4.078125,4.078125,4968000,AMZN
1997-09-26,4.0729169845581055,4.2604169845581055,4.0520830154418945,4.1666669845581055,4.1666669845581055,2731200,AMZN
1997-09-29,4.1458330154418945,4.1875,3.9583330154418945,4.0416669845581055,4.0416669845581055,2371200,AMZN
1997-09-30,4.0,4.3489580154418945,3.8020830154418945,4.3385419845581055,4.3385419845581055,5254800,AMZN
1997-10-01,4.4375,4.5,3.9375,4.0208330154418945,4.0208330154418945,4999200,AMZN
1997-10-02,4.0416669845581055,4.1770830154418945,3.9895830154418945,4.0104169845581055,4.0104169845581055,1876800,AMZN
1997-10-03,4.0833330154418945,4.125,3.9791669845581055,4.015625,4.015625,1164000,AMZN
1997-10-06,4.0,4.125,3.9427080154418945,4.125,4.125,2028000,AMZN
1997-10-07,4.0833330154418945,4.1875,4.0416669845581055,4.0572919845581055,4.0572919845581055,1742400,AMZN
1997-10-08,4.1458330154418945,4.1666669845581055,3.984375,4.0052080154418945,4.0052080154418945,2806800,AMZN
1997-10-09,4.0,4.0208330154418945,3.7395830154418945,3.75,3.75,3950400,AMZN
1997-10-10,3.7291669845581055,4.0625,3.6666669845581055,3.9010419845581055,3.9010419845581055,3787200,AMZN
1997-10-13,3.9270830154418945,4.0416669845581055,3.9270830154418945,4.0,4.0,814800,AMZN
1997-10-14,4.0625,4.1041669845581055,3.8333330154418945,3.9791669845581055,3.9791669845581055,1546800,AMZN
1997-10-15,3.96875,3.96875,3.7708330154418945,3.921875,3.921875,2355600,AMZN
1997-10-16,3.9791669845581055,3.9791669845581055,3.6041669845581055,3.625,3.625,3481200,AMZN
1997-10-17,3.6145830154418945,3.65625,3.5208330154418945,3.625,3.625,2534400,AMZN
1997-10-20,3.6770830154418945,3.875,3.6666669845581055,3.8229169845581055,3.8229169845581055,4912800,AMZN
1997-10-21,3.9583330154418945,4.4375,3.8541669845581055,4.4270830154418945,4.4270830154418945,12096000,AMZN
1997-10-22,4.4166669845581055,4.6197919845581055,4.375,4.5208330154418945,4.5208330154418945,5208000,AMZN
1997-10-23,4.2291669845581055,4.5625,4.1875,4.5,4.5,5656800,AMZN
1997-10-24,4.75,5.0625,4.5416669845581055,5.0260419845581055,5.0260419845581055,9492000,AMZN
1997-10-27,4.8020830154418945,5.0104169845581055,4.2291669845581055,4.2708330154418945,4.2708330154418945,6091200,AMZN
1997-10-28,3.9166669845581055,5.0,3.875,4.9479169845581055,4.9479169845581055,11719200,AMZN
1997-10-29,5.1458330154418945,5.5,5.0,5.390625,5.390625,7126800,AMZN
1997-10-30,5.2083330154418945,5.3541669845581055,5.0416669845581055,5.125,5.125,4770000,AMZN
1997-10-31,5.3645830154418945,5.4583330154418945,4.96875,5.0833330154418945,5.0833330154418945,5026800,AMZN
1997-11-03,5.21875,5.21875,4.9479169845581055,5.0729169845581055,5.0729169845581055,1999200,AMZN
1997-11-04,5.0,5.0520830154418945,4.8229169845581055,4.9583330154418945,4.9583330154418945,2365200,AMZN
1997-11-05,4.9791669845581055,5.1197919845581055,4.875,4.875,4.875,3093600,AMZN
1997-11-06,4.9166669845581055,4.9166669845581055,4.6354169845581055,4.6614580154418945,4.6614580154418945,2913600,AMZN
1997-11-07,4.4166669845581055,4.640625,4.3854169845581055,4.4791669845581055,4.4791669845581055,2626800,AMZN
1997-11-10,4.5,4.5625,4.2083330154418945,4.2083330154418945,4.2083330154418945,2764800,AMZN
1997-11-11,4.2447919845581055,4.3125,3.9166669845581055,3.9479169845581055,3.9479169845581055,4312800,AMZN
1997-11-12,3.7760419845581055,4.1875,3.6666669845581055,3.7708330154418945,3.7708330154418945,8683200,AMZN
1997-11-13,3.9479169845581055,3.96875,3.7708330154418945,3.859375,3.859375,4290000,AMZN
1997-11-14,3.9375,4.2083330154418945,3.78125,4.1666669845581055,4.1666669845581055,5869200,AMZN
1997-11-17,4.2291669845581055,4.5416669845581055,4.21875,4.375,4.375,7394400,AMZN
1997-11-18,4.375,4.4791669845581055,4.34375,4.4166669845581055,4.4166669845581055,1866000,AMZN
1997-11-19,4.40625,4.5208330154418945,4.3125,4.5104169845581055,4.5104169845581055,2534400,AMZN
1997-11-20,4.5729169845581055,4.6041669845581055,4.5104169845581055,4.5833330154418945,4.5833330154418945,5923200,AMZN
1997-11-21,4.5520830154418945,4.5833330154418945,4.4895830154418945,4.4895830154418945,4.4895830154418945,2602800,AMZN
1997-11-24,4.375,4.4166669845581055,4.2291669845581055,4.2291669845581055,4.2291669845581055,2019600,AMZN
1997-11-25,4.2395830154418945,4.3333330154418945,4.0416669845581055,4.203125,4.203125,3304800,AMZN
1997-11-26,4.2395830154418945,4.4114580154418945,4.2395830154418945,4.2604169845581055,4.2604169845581055,1630800,AMZN
1997-11-28,4.2708330154418945,4.3333330154418945,4.1145830154418945,4.125,4.125,1603200,AMZN
1997-12-01,4.2395830154418945,4.375,4.1354169845581055,4.2708330154418945,4.2708330154418945,2383200,AMZN
1997-12-02,4.2604169845581055,4.3020830154418945,4.1770830154418945,4.234375,4.234375,1262400,AMZN
1997-12-03,4.1979169845581055,4.375,4.1875,4.3645830154418945,4.3645830154418945,1290000,AMZN
1997-12-04,4.4010419845581055,4.5520830154418945,4.3854169845581055,4.5,4.5,3038400,AMZN
1997-12-05,4.4375,4.59375,4.3541669845581055,4.59375,4.59375,2661600,AMZN
1997-12-08,4.5416669845581055,4.7708330154418945,4.5208330154418945,4.7083330154418945,4.7083330154418945,4766400,AMZN
1997-12-09,4.6666669845581055,4.7708330154418945,4.6041669845581055,4.6875,4.6875,1332000,AMZN
1997-12-10,4.5833330154418945,4.625,4.3958330154418945,4.5104169845581055,4.5104169845581055,1444800,AMZN
1997-12-11,4.3958330154418945,4.8333330154418945,4.3958330154418945,4.6875,4.6875,5014800,AMZN
1997-12-12,4.6458330154418945,4.8020830154418945,4.40625,4.5416669845581055,4.5416669845581055,2672400,AMZN
1997-12-15,4.5833330154418945,4.6666669845581055,4.40625,4.5833330154418945,4.5833330154418945,1694400,AMZN
1997-12-16,4.6458330154418945,4.6458330154418945,4.4583330154418945,4.4583330154418945,4.4583330154418945,1687200,AMZN
1997-12-17,4.375,4.4583330154418945,4.2552080154418945,4.390625,4.390625,6140400,AMZN
1997-12-18,4.3541669845581055,4.4270830154418945,4.2291669845581055,4.2916669845581055,4.2916669845581055,3204000,AMZN
1997-12-19,4.2291669845581055,4.5208330154418945,4.1666669845581055,4.5,4.5,4753200,AMZN
1997-12-22,4.5,4.78125,4.4322919845581055,4.6979169845581055,4.6979169845581055,4352400,AMZN
1997-12-23,4.6875,4.7395830154418945,4.625,4.625,4.625,1177200,AMZN
1997-12-24,4.625,4.7083330154418945,4.46875,4.6041669845581055,4.6041669845581055,2336400,AMZN
1997-12-26,4.5625,4.6458330154418945,4.4895830154418945,4.5208330154418945,4.5208330154418945,487200,AMZN
1997-12-29,4.5833330154418945,4.78125,4.53125,4.75,4.75,2552400,AMZN
1997-12-30,4.8333330154418945,4.90625,4.78125,4.8489580154418945,4.8489580154418945,6285600,AMZN
1997-12-31,4.875,5.0416669845581055,4.84375,5.0208330154418945,5.0208330154418945,4446000,AMZN
1998-01-02,5.0,5.0,4.796875,4.9583330154418945,4.9583330154418945,1660800,AMZN
1998-01-05,4.8854169845581055,4.9375,4.7083330154418945,4.75,4.75,3590400,AMZN
1998-01-06,4.6979169845581055,4.875,4.6666669845581055,4.8385419845581055,4.8385419845581055,4174800,AMZN
1998-01-07,4.8333330154418945,4.8333330154418945,4.6927080154418945,4.78125,4.78125,2725200,AMZN
1998-01-08,4.6979169845581055,4.703125,4.53125,4.6145830154418945,4.6145830154418945,6015600,AMZN
1998-01-09,4.6666669845581055,4.6666669845581055,4.2291669845581055,4.2604169845581055,4.2604169845581055,6643200,AMZN
1998-01-12,4.1666669845581055,4.3854169845581055,4.1458330154418945,4.3020830154418945,4.3020830154418945,7401600,AMZN
1998-01-13,4.34375,4.6666669845581055,4.3229169845581055,4.6458330154418945,4.6458330154418945,7321200,AMZN
1998-01-14,4.65625,4.875,4.625,4.875,4.875,8505600,AMZN
1998-01-15,4.7916669845581055,5.0104169845581055,4.7916669845581055,4.953125,4.953125,6014400,AMZN
1998-01-16,4.9583330154418945,4.9791669845581055,4.7708330154418945,4.7916669845581055,4.7916669845581055,2563200,AMZN
1998-01-20,4.8229169845581055,5.0104169845581055,4.8125,4.953125,4.953125,5467200,AMZN
1998-01-21,4.9375,5.1666669845581055,4.875,5.0729169845581055,5.0729169845581055,8738400,AMZN
1998-01-22,5.0729169845581055,5.2708330154418945,5.0208330154418945,5.1354169845581055,5.1354169845581055,9471600,AMZN
1998-01-23,5.34375,5.34375,4.9375,4.9375,4.9375,9118800,AMZN
1998-01-26,4.9791669845581055,4.9895830154418945,4.7395830154418945,4.8125,4.8125,4712400,AMZN
1998-01-27,4.8177080154418945,4.8645830154418945,4.6666669845581055,4.75,4.75,4104000,AMZN
1998-01-28,4.75,4.8333330154418945,4.625,4.7708330154418945,4.7708330154418945,5293200,AMZN
1998-01-29,4.7916669845581055,4.9895830154418945,4.78125,4.9583330154418945,4.9583330154418945,4836000,AMZN
1998-01-30,5.0,5.0625,4.8854169845581055,4.9166669845581055,4.9166669845581055,3722400,AMZN
1998-02-02,4.9479169845581055,5.2083330154418945,4.9375,5.1979169845581055,5.1979169845581055,6913200,AMZN
1998-02-03,5.1875,5.25,5.09375,5.1510419845581055,5.1510419845581055,4429200,AMZN
1998-02-04,5.0625,5.1875,5.0520830154418945,5.0625,5.0625,1234800,AMZN
1998-02-05,5.1145830154418945,5.1145830154418945,4.875,4.9375,4.9375,5832000,AMZN
1998-02-06,4.9270830154418945,5.0208330154418945,4.875,4.90625,4.90625,2122800,AMZN
1998-02-09,4.9166669845581055,4.9583330154418945,4.7708330154418945,4.8541669845581055,4.8541669845581055,2626800,AMZN
1998-02-10,4.875,5.3177080154418945,4.8333330154418945,5.3020830154418945,5.3020830154418945,12296400,AMZN
1998-02-11,5.2916669845581055,5.4635419845581055,5.28125,5.2916669845581055,5.2916669845581055,6474000,AMZN
1998-02-12,5.2708330154418945,5.3020830154418945,5.1875,5.2604169845581055,5.2604169845581055,3036000,AMZN
1998-02-13,5.25,5.2708330154418945,5.1458330154418945,5.1875,5.1875,8420400,AMZN
1998-02-17,5.21875,5.21875,5.0729169845581055,5.1458330154418945,5.1458330154418945,2376000,AMZN
1998-02-18,5.1458330154418945,5.1458330154418945,5.0520830154418945,5.0729169845581055,5.0729169845581055,2971200,AMZN
1998-02-19,5.109375,5.2916669845581055,5.0833330154418945,5.2291669845581055,5.2291669845581055,4436400,AMZN
1998-02-20,5.2291669845581055,5.2916669845581055,5.1145830154418945,5.2708330154418945,5.2708330154418945,2703600,AMZN
1998-02-23,5.2916669845581055,5.4166669845581055,5.2083330154418945,5.40625,5.40625,3978000,AMZN
1998-02-24,5.4166669845581055,5.6770830154418945,5.3541669845581055,5.40625,5.40625,13945200,AMZN
1998-02-25,5.46875,5.5416669845581055,5.2604169845581055,5.4895830154418945,5.4895830154418945,6745200,AMZN
1998-02-26,5.4635419845581055,6.0833330154418945,5.4375,6.0625,6.0625,15373200,AMZN
1998-02-27,6.0208330154418945,6.6354169845581055,5.984375,6.4166669845581055,6.4166669845581055,24706800,AMZN
1998-03-02,6.3229169845581055,6.4375,6.25,6.3541669845581055,6.3541669845581055,10957200,AMZN
1998-03-03,6.2916669845581055,6.3125,5.9583330154418945,5.9791669845581055,5.9791669845581055,8016000,AMZN
1998-03-04,6.0,6.1875,5.8333330154418945,6.1197919845581055,6.1197919845581055,7314000,AMZN
1998-03-05,5.9791669845581055,6.515625,5.9375,6.25,6.25,12001200,AMZN
1998-03-06,6.3020830154418945,6.4166669845581055,6.1458330154418945,6.3958330154418945,6.3958330154418945,5887200,AMZN
1998-03-09,6.40625,7.1458330154418945,6.3958330154418945,6.9583330154418945,6.9583330154418945,23055600,AMZN
1998-03-10,7.125,7.3541669845581055,6.90625,6.925780773162842,6.925780773162842,24750000,AMZN
1998-03-11,6.8333330154418945,6.875,6.5208330154418945,6.6354169845581055,6.6354169845581055,12349200,AMZN
1998-03-12,6.5625,6.7604169845581055,6.4270830154418945,6.5416669845581055,6.5416669845581055,9799200,AMZN
1998-03-13,6.6354169845581055,6.7395830154418945,6.4791669845581055,6.5572919845581055,6.5572919845581055,6523200,AMZN
1998-03-16,6.6302080154418945,6.7291669845581055,6.5833330154418945,6.5833330154418945,6.5833330154418945,3312000,AMZN
1998-03-17,6.6458330154418945,6.6875,6.4895830154418945,6.65625,6.65625,3100800,AMZN
1998-03-18,6.6041669845581055,7.1458330154418945,6.6041669845581055,7.109375,7.109375,13659600,AMZN
1998-03-19,7.1145830154418945,7.2916669845581055,6.9791669845581055,7.0,7.0,12115200,AMZN
1998-03-20,7.0,7.0729169845581055,6.9270830154418945,7.0,7.0,6412800,AMZN
1998-03-23,6.9635419845581055,7.0625,6.8958330154418945,6.984375,6.984375,3004800,AMZN
1998-03-24,6.875,7.2291669845581055,6.875,7.0208330154418945,7.0208330154418945,5680800,AMZN
1998-03-25,7.0833330154418945,7.1458330154418945,6.75,6.8072919845581055,6.8072919845581055,11289600,AMZN
1998-03-26,6.8125,6.9791669845581055,6.625,6.8958330154418945,6.8958330154418945,7878000,AMZN
1998-03-27,7.0208330154418945,7.2604169845581055,6.8958330154418945,7.0833330154418945,7.0833330154418945,7646400,AMZN
1998-03-30,7.15625,7.2916669845581055,7.09375,7.15625,7.15625,5500800,AMZN
1998-03-31,7.1145830154418945,7.2083330154418945,6.9791669845581055,7.127604007720947,7.127604007720947,6565200,AMZN
1998-04-01,7.1041669845581055,7.53125,7.002604007720947,7.5104169845581055,7.5104169845581055,14451600,AMZN
1998-04-02,7.59375,8.0625,7.4791669845581055,7.921875,7.921875,16642800,AMZN
1998-04-03,8.020833015441895,8.03125,7.6875,7.75,7.75,11694000,AMZN
1998-04-06,7.8541669845581055,7.8958330154418945,7.3541669845581055,7.3854169845581055,7.3854169845581055,11024400,AMZN
1998-04-07,7.25,7.2708330154418945,7.0625,7.1666669845581055,7.1666669845581055,11634000,AMZN
1998-04-08,7.1979169845581055,7.4791669845581055,7.125,7.3854169845581055,7.3854169845581055,11314800,AMZN
1998-04-09,7.6979169845581055,8.0,7.6354169845581055,7.9375,7.9375,16034400,AMZN
1998-04-13,7.90625,8.020833015441895,7.6666669845581055,7.859375,7.859375,10980000,AMZN
1998-04-14,7.8229169845581055,8.322916984558105,7.7708330154418945,8.098958015441895,8.098958015441895,16323600,AMZN
1998-04-15,8.166666984558105,8.333333015441895,7.875,8.010416984558105,8.010416984558105,11192400,AMZN
1998-04-16,8.010416984558105,8.276041984558105,7.765625,8.208333015441895,8.208333015441895,16244400,AMZN
1998-04-17,7.984375,8.104166984558105,7.875,7.90625,7.90625,7035600,AMZN
1998-04-20,7.9479169845581055,8.291666984558105,7.8125,7.8541669845581055,7.8541669845581055,8979600,AMZN
1998-04-21,7.9375,7.9479169845581055,7.59375,7.7552080154418945,7.7552080154418945,8354400,AMZN
1998-04-22,7.7708330154418945,7.8020830154418945,7.25,7.2708330154418945,7.2708330154418945,11301600,AMZN
1998-04-23,7.25,7.25,6.7083330154418945,6.75,6.75,12253200,AMZN
1998-04-24,6.8333330154418945,7.3125,6.7916669845581055,7.0729169845581055,7.0729169845581055,16785600,AMZN
1998-04-27,6.9479169845581055,7.0520830154418945,6.4270830154418945,6.8958330154418945,6.8958330154418945,18885600,AMZN
1998-04-28,7.7395830154418945,8.291666984558105,7.421875,7.96875,7.96875,69594000,AMZN
1998-04-29,8.104166984558105,8.21875,7.8020830154418945,7.9583330154418945,7.9583330154418945,31657200,AMZN
1998-04-30,8.125,8.166666984558105,7.5416669845581055,7.6458330154418945,7.6458330154418945,22485600,AMZN
1998-05-01,7.7291669845581055,7.9270830154418945,7.5416669845581055,7.875,7.875,9307200,AMZN
1998-05-04,7.9166669845581055,7.9895830154418945,7.78125,7.9375,7.9375,7735200,AMZN
1998-05-05,7.8333330154418945,7.9583330154418945,7.7604169845581055,7.809895992279053,7.809895992279053,5998800,AMZN
1998-05-06,7.8333330154418945,7.8333330154418945,7.5104169845581055,7.53125,7.53125,7438800,AMZN
1998-05-07,7.5833330154418945,7.75,7.3541669845581055,7.5833330154418945,7.5833330154418945,13887600,AMZN
1998-05-08,7.6041669845581055,7.7291669845581055,7.4583330154418945,7.6979169845581055,7.6979169845581055,4792800,AMZN
1998-05-11,7.7447919845581055,7.75,7.2083330154418945,7.2395830154418945,7.2395830154418945,11372400,AMZN
1998-05-12,7.3125,7.6614580154418945,7.21875,7.6145830154418945,7.6145830154418945,11636400,AMZN
1998-05-13,7.5416669845581055,7.8333330154418945,7.4791669845581055,7.7395830154418945,7.7395830154418945,13944000,AMZN
1998-05-14,7.6666669845581055,7.8854169845581055,7.5833330154418945,7.6302080154418945,7.6302080154418945,8600400,AMZN
1998-05-15,7.65625,7.7083330154418945,7.4583330154418945,7.46875,7.46875,4628400,AMZN
1998-05-18,7.5,7.5520830154418945,7.2291669845581055,7.3385419845581055,7.3385419845581055,6618000,AMZN
1998-05-19,7.46875,7.5520830154418945,7.4375,7.53125,7.53125,3423600,AMZN
1998-05-20,7.53125,7.625,7.3541669845581055,7.3854169845581055,7.3854169845581055,4048800,AMZN
1998-05-21,7.4583330154418945,7.5,7.2760419845581055,7.3958330154418945,7.3958330154418945,3403200,AMZN
1998-05-22,7.3645830154418945,7.3854169845581055,7.125,7.1666669845581055,7.1666669845581055,5862000,AMZN
1998-05-26,7.171875,7.2395830154418945,6.7395830154418945,6.8229169845581055,6.8229169845581055,10884000,AMZN
1998-05-27,6.6979169845581055,7.28125,6.6458330154418945,7.21875,7.21875,23234400,AMZN
1998-05-28,7.2708330154418945,7.3125,7.1041669845581055,7.1614580154418945,7.1614580154418945,9412800,AMZN
